Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210113,S92000003,Total,4549217,Dose 2,256,"",3591,"",16 years and over
20210113,S92000003,Total,4439078,Dose 2,256,0.00576696331986057,3591,0.0808951768813254,18 years and over
20210113,S92000003,Total,2875396,Dose 2,195,0.00678167459369075,2570,0.0893789933630011,40 years and over
20210114,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210114,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210114,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,11484,"",207486,"",16 years and over
20210114,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,200,"",3757,"",16 years and over
20210114,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,6184,"",25259,"",16 years and over
20210114,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,1,"",35,"",16 years and over
20210114,S92000003,Total,4549217,Dose 1,17668,"",232745,"",16 years and over
20210114,S92000003,Total,4439078,Dose 1,17647,0.39753750666242,232587,5.23953397529847,18 years and over
20210114,S92000003,Total,2875396,Dose 1,14354,0.499200805732497,173005,6.01673647734086,40 years and over
20210114,S92000003,Total,4549217,Dose 2,201,"",3792,"",16 years and over
20210114,S92000003,Total,4439078,Dose 2,201,0.00452796729410927,3792,0.0854231441754346,18 years and over
20210114,S92000003,Total,2875396,Dose 2,155,0.00539056185652341,2725,0.0947695552195246,40 years and over
20210115,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210115,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210115,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,10342,"",217828,"",16 years and over
20210115,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,211,"",3968,"",16 years and over
20210115,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,6775,"",32034,"",16 years and over
20210115,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,4,"",39,"",16 years and over
20210115,S92000003,Total,4549217,Dose 1,17117,"",249862,"",16 years and over
20210115,S92000003,Total,4439078,Dose 1,17105,0.385327764008652,249692,5.62486173930713,18 years and over
20210115,S92000003,Total,2875396,Dose 1,13982,0.486263457276841,186987,6.5029999346177,40 years and over
20210115,S92000003,Total,4549217,Dose 2,215,"",4007,"",16 years and over
20210115,S92000003,Total,4439078,Dose 2,215,0.00484334810066415,4007,0.0902664922760988,18 years and over
20210115,S92000003,Total,2875396,Dose 2,184,0.00639911859096973,2909,0.101168673810494,40 years and over
20210116,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210116,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210116,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,11367,"",229195,"",16 years and over
20210116,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,132,"",4100,"",16 years and over
20210116,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,9919,"",41953,"",16 years and over
20210116,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,0,"",39,"",16 years and over
20210116,S92000003,Total,4549217,Dose 1,21286,"",271148,"",16 years and over
20210116,S92000003,Total,4439078,Dose 1,21283,0.479446407564814,270975,6.10430814687194,18 years and over
20210116,S92000003,Total,2875396,Dose 1,18210,0.633304073595428,205197,7.13630400821313,40 years and over
20210116,S92000003,Total,4549217,Dose 2,132,"",4139,"",16 years and over
20210116,S92000003,Total,4439078,Dose 2,132,0.0029735904618031,4139,0.0932400827379019,18 years and over
20210116,S92000003,Total,2875396,Dose 2,90,0.0031300036586265,2999,0.104298677469121,40 years and over
20210117,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210117,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210117,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,2887,"",232082,"",16 years and over
20210117,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,81,"",4181,"",16 years and over
20210117,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,1803,"",43756,"",16 years and over
