Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210122,S92000003,Total,4549217,Dose 1,23959,"",395288,"",16 years and over
20210122,S92000003,Total,4439078,Dose 1,23945,0.539413815211177,395063,8.8996633985706,18 years and over
20210122,S92000003,Total,2875396,Dose 1,20026,0.696460591862825,308583,10.7318435443327,40 years and over
20210122,S92000003,Total,4549217,Dose 2,558,"",6050,"",16 years and over
20210122,S92000003,Total,4439078,Dose 2,557,0.0125476506607904,6049,0.136267035632174,18 years and over
20210122,S92000003,Total,2875396,Dose 2,417,0.0145023502849694,4421,0.153752735275419,40 years and over
20210123,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210123,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210123,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,10789,"",307394,"",16 years and over
20210123,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,234,"",6212,"",16 years and over
20210123,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,16429,"",115112,"",16 years and over
20210123,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,1,"",73,"",16 years and over
20210123,S92000003,Total,4549217,Dose 1,27218,"",422506,"",16 years and over
20210123,S92000003,Total,4439078,Dose 1,27215,0.613077760742208,422278,9.51274115931281,18 years and over
20210123,S92000003,Total,2875396,Dose 1,23919,0.831850639007636,332502,11.5636941833403,40 years and over
20210123,S92000003,Total,4549217,Dose 2,235,"",6285,"",16 years and over
20210123,S92000003,Total,4439078,Dose 2,235,0.00529389211002825,6284,0.141560927742202,18 years and over
20210123,S92000003,Total,2875396,Dose 2,156,0.0054253396749526,4577,0.159178074950372,40 years and over
20210124,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210124,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210124,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,5075,"",312469,"",16 years and over
20210124,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,178,"",6390,"",16 years and over
20210124,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,3435,"",118547,"",16 years and over
20210124,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,2,"",75,"",16 years and over
20210124,S92000003,Total,4549217,Dose 1,8510,"",431016,"",16 years and over
20210124,S92000003,Total,4439078,Dose 1,8507,0.191638894383023,430785,9.70438005369584,18 years and over
20210124,S92000003,Total,2875396,Dose 1,7096,0.246783399573485,339598,11.8104775829138,40 years and over
20210124,S92000003,Total,4549217,Dose 2,180,"",6465,"",16 years and over
20210124,S92000003,Total,4439078,Dose 2,180,0.00405489608427696,6464,0.145615823826479,18 years and over
20210124,S92000003,Total,2875396,Dose 2,121,0.00420811602993118,4698,0.163386190980303,40 years and over
20210125,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210125,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210125,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,9974,"",322443,"",16 years and over
20210125,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,586,"",6976,"",16 years and over
20210125,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,12399,"",130946,"",16 years and over
20210125,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,5,"",80,"",16 years and over
20210125,S92000003,Total,4549217,Dose 1,22373,"",453389,"",16 years and over
20210125,S92000003,Total,4439078,Dose 1,22355,0.50359556646673,453140,10.2079756201626,18 years and over
20210125,S92000003,Total,2875396,Dose 1,18978,0.660013438149041,358576,12.4704910210628,40 years and over
20210125,S92000003,Total,4549217,Dose 2,591,"",7056,"",16 years and over
20210125,S92000003,Total,4439078,Dose 2,591,0.0133135754767094,7055,0.158929399303189,18 years and over
20210125,S92000003,Total,2875396,Dose 2,426,0.0148153506508321,5124,0.178201541631135,40 years and over
20210126,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210126,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210126,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,9547,"",331990,"",16 years and over
20210126,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,657,"",7633,"",16 years and over
20210126,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,16054,"",147000,"",16 years and over
20210126,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,12,"",92,"",16 years and over
20210126,S92000003,Total,4549217,Dose 1,25601,"",478990,"",16 years and over
20210126,S92000003,Total,4439078,Dose 1,25592,0.576516114382311,478732,10.7844917345449,18 years and over
20210126,S92000003,Total,2875396,Dose 1,22441,0.780449023369303,381017,13.2509400444321,40 years and over
20210126,S92000003,Total,4549217,Dose 2,669,"",7725,"",16 years and over
20210126,S92000003,Total,4439078,Dose 2,669,0.0150706971132294,7724,0.174000096416418,18 years and over
20210126,S92000003,Total,2875396,Dose 2,417,0.0145023502849694,5541,0.192703891916105,40 years and over
20210127,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210127,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210127,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,9087,"",341077,"",16 years and over
20210127,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,247,"",7880,"",16 years and over
20210127,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,21042,"",168042,"",16 years and over
20210127,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,4,"",96,"",16 years and over
20210127,S92000003,Total,4549217,Dose 1,30129,"",509119,"",16 years and over
20210127,S92000003,Total,4439078,Dose 1,30120,0.678519278102345,508852,11.4630110126472,18 years and over
20210127,S92000003,Total,2875396,Dose 1,27200,0.945956661273786,408217,14.1968967057059,40 years and over
20210127,S92000003,Total,4549217,Dose 2,251,"",7976,"",16 years and over
20210127,S92000003,Total,4439078,Dose 2,251,0.00565432731751954,7975,0.179654423733938,18 years and over
20210127,S92000003,Total,2875396,Dose 2,192,0.0066773411384032,5733,0.199381233054508,40 years and over
20210128,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210128,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210128,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,8054,"",349131,"",16 years and over
20210128,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,306,"",8186,"",16 years and over
20210128,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,20167,"",188209,"",16 years and over
20210128,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,4,"",100,"",16 years and over
20210128,S92000003,Total,4549217,Dose 1,28221,"",537340,"",16 years and over
20210128,S92000003,Total,4439078,Dose 1,28206,0.6354022164062,537058,12.0984132290534,18 years and over
20210128,S92000003,Total,2875396,Dose 1,25513,0.887286481583754,433730,15.0841831872897,40 years and over
20210128,S92000003,Total,4549217,Dose 2,310,"",8286,"",16 years and over
20210128,S92000003,Total,4439078,Dose 2,310,0.00698343214514365,8285,0.186637855879081,18 years and over
20210128,S92000003,Total,2875396,Dose 2,249,0.00865967678886665,5982,0.208040909843375,40 years and over
20210129,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210129,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210129,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,7900,"",357031,"",16 years and over
20210129,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,597,"",8783,"",16 years and over
20210129,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,19908,"",208117,"",16 years and over
20210129,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,11,"",111,"",16 years and over
20210129,S92000003,Total,4549217,Dose 1,27808,"",565148,"",16 years and over
20210129,S92000003,Total,4439078,Dose 1,27796,0.626166064214235,564854,12.7245792932677,18 years and over
20210129,S92000003,Total,2875396,Dose 1,25013,0.869897572369162,458743,15.9540807596588,40 years and over
20210129,S92000003,Total,4549217,Dose 2,608,"",8894,"",16 years and over
20210129,S92000003,Total,4439078,Dose 2,607,0.0136740106842006,8892,0.200311866563282,18 years and over
20210129,S92000003,Total,2875396,Dose 2,473,0.0164499081170037,6455,0.224490817960378,40 years and over
20210130,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210130,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210130,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,6592,"",363623,"",16 years and over
20210130,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,205,"",8988,"",16 years and over
20210130,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,20967,"",229084,"",16 years and over
20210130,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,9,"",120,"",16 years and over
20210130,S92000003,Total,4549217,Dose 1,27559,"",592707,"",16 years and over
20210130,S92000003,Total,4439078,Dose 1,27548,0.620579318498121,592402,13.3451586117658,18 years and over
20210130,S92000003,Total,2875396,Dose 1,25518,0.8874603706759,484261,16.8415411303347,40 years and over
20210130,S92000003,Total,4549217,Dose 2,214,"",9108,"",16 years and over
20210130,S92000003,Total,4439078,Dose 2,212,0.00477576649925953,9104,0.205087633062541,18 years and over
20210130,S92000003,Total,2875396,Dose 2,167,0.00580789567767361,6622,0.230298713638052,40 years and over
20210131,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210131,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210131,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,2115,"",365738,"",16 years and over
20210131,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,50,"",9038,"",16 years and over
20210131,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,4955,"",234039,"",16 years and over
20210131,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,2,"",122,"",16 years and over
20210131,S92000003,Total,4549217,Dose 1,7070,"",599777,"",16 years and over
20210131,S92000003,Total,4439078,Dose 1,7066,0.159177198508339,599468,13.5043358102741,18 years and over
20210131,S92000003,Total,2875396,Dose 1,6282,0.21847425537213,490543,17.0600153857069,40 years and over
20210131,S92000003,Total,4549217,Dose 2,52,"",9160,"",16 years and over
20210131,S92000003,Total,4439078,Dose 2,52,0.00117141442434668,9156,0.206259047486888,18 years and over
20210131,S92000003,Total,2875396,Dose 2,33,0.00114766800816305,6655,0.231446381646215,40 years and over
20210201,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210201,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210201,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,18088,"",383826,"",16 years and over
20210201,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,629,"",9667,"",16 years and over
20210201,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,13891,"",247930,"",16 years and over
20210201,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,12,"",134,"",16 years and over
20210201,S92000003,Total,4549217,Dose 1,31979,"",631756,"",16 years and over
20210201,S92000003,Total,4439078,Dose 1,31978,0.72037481657227,631446,14.2247106268464,18 years and over
20210201,S92000003,Total,2875396,Dose 1,30834,1.07233925344544,521377,18.1323546391523,40 years and over
20210201,S92000003,Total,4549217,Dose 2,641,"",9801,"",16 years and over
20210201,S92000003,Total,4439078,Dose 2,641,0.0144399355001196,9797,0.220698982987008,18 years and over
20210201,S92000003,Total,2875396,Dose 2,523,0.0181887990384629,7178,0.249635180684678,40 years and over
20210202,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210202,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210202,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,18782,"",402608,"",16 years and over
20210202,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,472,"",10139,"",16 years and over
20210202,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,19237,"",267167,"",16 years and over
20210202,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,13,"",147,"",16 years and over
20210202,S92000003,Total,4549217,Dose 1,38019,"",669775,"",16 years and over
20210202,S92000003,Total,4439078,Dose 1,38011,0.856281416996953,669457,15.0809920438433,18 years and over
20210202,S92000003,Total,2875396,Dose 1,36743,1.27784138254348,558120,19.4101960216958,40 years and over
20210202,S92000003,Total,4549217,Dose 2,485,"",10286,"",16 years and over
20210202,S92000003,Total,4439078,Dose 2,485,0.0109256922270796,10282,0.231624675214087,18 years and over
20210202,S92000003,Total,2875396,Dose 2,362,0.0125895702713644,7540,0.262224750956042,40 years and over
20210203,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210203,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210203,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,23650,"",426258,"",16 years and over
20210203,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,326,"",10465,"",16 years and over
20210203,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,20481,"",287648,"",16 years and over
20210203,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,32,"",179,"",16 years and over
20210203,S92000003,Total,4549217,Dose 1,44131,"",713906,"",16 years and over
20210203,S92000003,Total,4439078,Dose 1,44121,0.993922611857688,713578,16.074914655701,18 years and over
20210203,S92000003,Total,2875396,Dose 1,42898,1.49189885497511,601018,20.9020948766709,40 years and over
20210203,S92000003,Total,4549217,Dose 2,358,"",10644,"",16 years and over
20210203,S92000003,Total,4439078,Dose 2,358,0.00806473776761751,10640,0.239689412981705,18 years and over
20210203,S92000003,Total,2875396,Dose 2,259,0.00900745497315848,7799,0.271232205929201,40 years and over
20210204,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210204,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210204,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,23580,"",449838,"",16 years and over
20210204,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,684,"",11149,"",16 years and over
20210204,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,26316,"",313964,"",16 years and over
20210204,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,21,"",200,"",16 years and over
20210204,S92000003,Total,4549217,Dose 1,49896,"",763802,"",16 years and over
20210204,S92000003,Total,4439078,Dose 1,49879,1.12363423215361,763457,17.1985488878546,18 years and over
20210204,S92000003,Total,2875396,Dose 1,48379,1.68251607778546,649397,22.5846109544564,40 years and over
20210204,S92000003,Total,4549217,Dose 2,705,"",11349,"",16 years and over
20210204,S92000003,Total,4439078,Dose 2,704,0.0158591491296166,11344,0.255548562111321,18 years and over
20210204,S92000003,Total,2875396,Dose 2,515,0.0179105764910294,8314,0.28914278242023,40 years and over
20210205,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210205,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210205,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,24255,"",474093,"",16 years and over
20210205,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,929,"",12078,"",16 years and over
20210205,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,25338,"",339302,"",16 years and over
20210205,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,19,"",219,"",16 years and over
20210205,S92000003,Total,4549217,Dose 1,49593,"",813395,"",16 years and over
20210205,S92000003,Total,4439078,Dose 1,49569,1.11665080000847,813026,18.3151996878631,18 years and over
20210205,S92000003,Total,2875396,Dose 1,47597,1.65531982377384,696994,24.2399307782302,40 years and over
20210205,S92000003,Total,4549217,Dose 2,948,"",12297,"",16 years and over
20210205,S92000003,Total,4439078,Dose 2,946,0.0213107316429222,12290,0.276859293754244,18 years and over
20210205,S92000003,Total,2875396,Dose 2,702,0.0244140285372867,9016,0.313556810957517,40 years and over
20210206,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210206,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210206,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,21413,"",495506,"",16 years and over
20210206,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,286,"",12364,"",16 years and over
20210206,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,32396,"",371698,"",16 years and over
20210206,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,19,"",238,"",16 years and over
20210206,S92000003,Total,4549217,Dose 1,53809,"",867204,"",16 years and over
20210206,S92000003,Total,4439078,Dose 1,53798,1.21191833078851,866824,19.5271180186516,18 years and over
20210206,S92000003,Total,2875396,Dose 1,52313,1.81933201548587,749307,26.0592627937161,40 years and over
20210206,S92000003,Total,4549217,Dose 2,305,"",12602,"",16 years and over
20210206,S92000003,Total,4439078,Dose 2,305,0.00687079614280263,12595,0.283730089897046,18 years and over
20210206,S92000003,Total,2875396,Dose 2,209,0.00726856405169931,9225,0.320825375009216,40 years and over
20210207,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210207,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210207,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,15666,"",511172,"",16 years and over
20210207,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,130,"",12494,"",16 years and over
20210207,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,10120,"",381818,"",16 years and over
20210207,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,0,"",238,"",16 years and over
20210207,S92000003,Total,4549217,Dose 1,25786,"",892990,"",16 years and over
20210207,S92000003,Total,4439078,Dose 1,25776,0.580661119268461,892600,20.1077791379201,18 years and over
20210207,S92000003,Total,2875396,Dose 1,24141,0.839571314698915,773448,26.898834108415,40 years and over
20210207,S92000003,Total,4549217,Dose 2,130,"",12732,"",16 years and over
20210207,S92000003,Total,4439078,Dose 2,130,0.00292853606086669,12725,0.286658625957913,18 years and over
20210207,S92000003,Total,2875396,Dose 2,100,0.00347778184291833,9325,0.324303156852134,40 years and over
20210208,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210208,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210208,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,33942,"",545114,"",16 years and over
20210208,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,1536,"",14030,"",16 years and over
20210208,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,22552,"",404370,"",16 years and over
20210208,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,35,"",273,"",16 years and over
20210208,S92000003,Total,4549217,Dose 1,56494,"",949484,"",16 years and over
20210208,S92000003,Total,4439078,Dose 1,56483,1.27240386404564,949083,21.3801830019657,18 years and over
20210208,S92000003,Total,2875396,Dose 1,55137,1.91754457472988,828585,28.8163786831449,40 years and over
20210208,S92000003,Total,4549217,Dose 2,1571,"",14303,"",16 years and over
20210208,S92000003,Total,4439078,Dose 2,1570,0.0353677047350824,14295,0.322026330692995,18 years and over
20210208,S92000003,Total,2875396,Dose 2,1259,0.0437852734023418,10584,0.368088430254476,40 years and over
20210209,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210209,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210209,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,31988,"",577102,"",16 years and over
20210209,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,726,"",14756,"",16 years and over
20210209,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,26150,"",430520,"",16 years and over
20210209,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,61,"",334,"",16 years and over
20210209,S92000003,Total,4549217,Dose 1,58138,"",1007622,"",16 years and over
20210209,S92000003,Total,4439078,Dose 1,58122,1.30932594561303,1007205,22.6895089475788,18 years and over
20210209,S92000003,Total,2875396,Dose 1,56531,1.96602485362016,885116,30.782403536765,40 years and over
20210209,S92000003,Total,4549217,Dose 2,787,"",15090,"",16 years and over
20210209,S92000003,Total,4439078,Dose 2,787,0.0177289067684776,15082,0.339755237461473,18 years and over
20210209,S92000003,Total,2875396,Dose 2,560,0.0194755783203427,11144,0.387564008574819,40 years and over
20210210,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210210,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210210,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,33258,"",610360,"",16 years and over
20210210,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,417,"",15173,"",16 years and over
20210210,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,30934,"",461454,"",16 years and over
20210210,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,59,"",393,"",16 years and over
20210210,S92000003,Total,4549217,Dose 1,64192,"",1071814,"",16 years and over
20210210,S92000003,Total,4439078,Dose 1,64177,1.44572814444801,1071382,24.1352370920268,18 years and over
20210210,S92000003,Total,2875396,Dose 1,62453,2.17197909435779,947569,32.9543826311228,40 years and over
20210210,S92000003,Total,4549217,Dose 2,476,"",15566,"",16 years and over
20210210,S92000003,Total,4439078,Dose 2,476,0.0107229474228657,15558,0.350478184884339,18 years and over
20210210,S92000003,Total,2875396,Dose 2,360,0.012520014634506,11504,0.400084023209325,40 years and over
20210211,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210211,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210211,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,32835,"",643195,"",16 years and over
20210211,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,436,"",15609,"",16 years and over
20210211,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,29983,"",491437,"",16 years and over
20210211,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,92,"",485,"",16 years and over
20210211,S92000003,Total,4549217,Dose 1,62818,"",1134632,"",16 years and over
20210211,S92000003,Total,4439078,Dose 1,62791,1.41450544459908,1134173,25.5497425366258,18 years and over
20210211,S92000003,Total,2875396,Dose 1,60810,2.11483913867864,1008379,35.0692217698014,40 years and over
20210211,S92000003,Total,4549217,Dose 2,528,"",16094,"",16 years and over
20210211,S92000003,Total,4439078,Dose 2,527,0.0118718346467442,16085,0.362350019531083,18 years and over
20210211,S92000003,Total,2875396,Dose 2,399,0.0138763495532441,11903,0.413960372762569,40 years and over
20210212,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210212,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210212,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,28016,"",671211,"",16 years and over
20210212,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,530,"",16139,"",16 years and over
20210212,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,31275,"",522712,"",16 years and over
20210212,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,99,"",584,"",16 years and over
20210212,S92000003,Total,4549217,Dose 1,59291,"",1193923,"",16 years and over
20210212,S92000003,Total,4439078,Dose 1,59264,1.33505200854772,1193437,26.8847945451736,18 years and over
20210212,S92000003,Total,2875396,Dose 1,57524,2.00055922732034,1065903,37.0697809971218,40 years and over
20210212,S92000003,Total,4549217,Dose 2,629,"",16723,"",16 years and over
20210212,S92000003,Total,4439078,Dose 2,629,0.0141696090945012,16714,0.376519628625584,18 years and over
20210212,S92000003,Total,2875396,Dose 2,464,0.0161369077511411,12367,0.43009728051371,40 years and over
20210213,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210213,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210213,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,26178,"",697389,"",16 years and over
20210213,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,375,"",16514,"",16 years and over
20210213,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,28477,"",551189,"",16 years and over
20210213,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,49,"",633,"",16 years and over
20210213,S92000003,Total,4549217,Dose 1,54655,"",1248578,"",16 years and over
20210213,S92000003,Total,4439078,Dose 1,54625,1.23054832557572,1248062,28.1153428707493,18 years and over
20210213,S92000003,Total,2875396,Dose 1,52904,1.83988570617751,1118807,38.9096667032993,40 years and over
20210213,S92000003,Total,4549217,Dose 2,424,"",17147,"",16 years and over
20210213,S92000003,Total,4439078,Dose 2,423,0.00952900579805086,17137,0.386048634423635,18 years and over
20210213,S92000003,Total,2875396,Dose 2,322,0.011198457534197,12689,0.441295738047907,40 years and over
20210214,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 1,0,"",0,"",16 years and over
20210214,S92000003,Covid-19 mRNA Vaccine Moderna,4549217,Dose 2,0,"",0,"",16 years and over
20210214,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 1,17839,"",715228,"",16 years and over
20210214,S92000003,Covid-19 mRNA Vaccine Pfizer,4549217,Dose 2,250,"",16764,"",16 years and over
20210214,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 1,11747,"",562936,"",16 years and over
20210214,S92000003,Covid-19 Vaccine AstraZeneca,4549217,Dose 2,12,"",645,"",16 years and over
20210214,S92000003,Total,4549217,Dose 1,29586,"",1278164,"",16 years and over
20210214,S92000003,Total,4439078,Dose 1,29579,0.666332062649046,1277641,28.7816749333983,18 years and over
20210214,S92000003,Total,2875396,Dose 1,28190,0.980386701518678,1146997,39.890053404818,40 years and over
